PT,AU,TI,Z1,SO,S1,LA,DT,DE,ZK,Z5,AB,AK,Z4,RI,OI,U1,U2,PU,SN,PY,VL,IS,BP,EP,DI,EC,SC,UT,OA,HC,HP,DA,Column1
J,"송경진; 이정은; Son,, Jiyoung",Case Studies and Interviews to Review Public Library Services for People with Intellectual Disability,사례와 면접을 통해 본 국내 공공도서관의 지적장애인서비스,Journal of the Korean Library and Information Science Society,한국문헌정보학회지,Korean,research-article,Intellectual Disability; Public Library Services; Case Studies,지적장애인; 장애인서비스; 공공도서관,,"This study focused on current status of Korean public library services for people with intellectual disabilities, as well as problems associated with managing the services, in order to suggest future directions for implementation. To analyze the current status, the researcher conducted a case study of current Korean public library services for people with intellectual disabilities. This research also conducted a focus group interview with librarians experienced in providing such services. The results show that the services are provided with the support of a community welfare center, in the form of a program over short periods of time. The librarians agreed on the appropriateness of the services but emphasized various difficulties associated with service management. Based on the results, we suggest possible points of consideration, including support for increased funding, more qualified personnel, adequate policies, and development of a model service for people with intellectual disabilities.","이 연구는 국내 공공도서관에서 실시되고 있는 지적장애인서비스의 현황과 문제점을 살펴보고, 향후 지적장애인서비스를 실시하는 데 있어 고려해야 할 점은 무엇인지 제시하고자 하였다. 이를 위해 사례를 조사하여 국내 공공도서관에서 이루어지고 있는 지적장애인서비스의 현황을 분석하였다. 또한 직접 지적장애인을 위한 도서관서비스를 실시해 본 경험이 있는 공공도서관 사서들을 대상으로 표적집단면접을 실시하였다. 연구결과 지적장애인서비스는 대부분 상시적인 서비스보다는 단기간의 프로그램 형태였으며, 복지관 등의 외부기관과 협력하여 운영하고 있었다. 또한 직접 이러한 서비스를 실시했던 공공도서관의 사서들은 지적장애인을 위한 도서관서비스 제공의 당위성에는 공감하고 있었으나 운영과 관련된 여러 가지 어려움을 지적하였다. 연구결과 적절한 예산과 인력 지원, 정책적인 견인 조치, 도서관의 기능과 목적에 부합하는 지적장애인서비스 모델의 개발 등이 필요한 것으로 나타났다.",,,,0,0,한국문헌정보학회,1225-598X,2013,47,1,197,219,10.4275/KSLIS.2013.47.1.197,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001747108,Bronze,,,2021-11-13,
J,"Jung-Soo, Lee; Kim, Tae-Kyung; 김보일; 정재희",Development of a Safety Management Manual for Public Libraries,공공도서관 안전관리 매뉴얼 개발 연구,Journal of the Korean Library and Information Science Society,한국문헌정보학회지,Korean,research-article,Public Libraries; Safety Management; Safety Management Manual; Safety Management Checklist,공공도서관; 안전관리; 안전관리 매뉴얼; 위기별 안전관리; 체크리스트,,"The study, on the one hand, reflects the recent social interest in crisis management including user safety and library disaster preparation, and, on the other hand, presents a detailed safety management manual that is a reference for library work sites concerning accidents that may occur in public libraries. The proposed safety management manual consists of safety management elements for the four areas of ‘safety management planning’, ‘safety management for each crisis type’, ‘information resource restoration’, and ‘safety management checklist’, as well as their detailed sub-categories. This allows each public library site to use the manual to establish safety management plans according to their situation and educate their employees.","이 연구는 이용자의 안전과 도서관의 재난대비를 비롯한 위기관리와 관련한 최근의 사회적 관심을 반영하는 한편, 공공도서관에서 발생할 수 있는 사고에 대하여 도서관 업무현장에서 참고할 수 있도록 구체적인 안전관리 매뉴얼을 제시하였다. 제시된 안전관리 매뉴얼은 ‘안전관리 계획의 수립’, ‘위기별 안전관리’, ‘정보자원 복구’, ‘안전관리 점검 체크리스트’의 4가지 영역과 각각의 영역별 세부 위기별 안전관리 요소로 구성하였다. 이를 통해 개별 공공도서관 현장에서 자관의 상황에 맞추어 안전관리계획의 수립과 직원교육에 활용할 수 있도록 하였다.",,,,0,2,한국문헌정보학회,1225-598X,2016,50,2,77,100,10.4275/KSLIS.2016.50.2.077,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART002112279,gold,,,2021-11-13,
J,"Lee, Kyeong-Ran; Bock-Hee, Hahn",A Study on Young Adults' Programs Analysis & Revitalization in Public Library,공공도서관 청소년프로그램 분석과 활성화 방안 연구,Journal of the Korean Biblia Society for Library and Information Science,한국비블리아학회지,Korean,research-article,Public Library; Young Adult; Young Adults' Programs; Reading; Librarian,공공도서관; 청소년; 청소년프로그램; 독서; 사서,,"This study aim was to revitalize young adults' programs in public library. For this aim, the study conducts a questionnaire survey to the young adults & the young adults' program librarians on the current state of the young adults' programs. Based on the survey results, the study suggested preparation of young adults' reading room, young adults' programs development, young adults' web site, young adults' librarian for young adults' programs revitalization in public library.","이 연구는 우리나라 공공도서관의 청소년을 대상으로 하는 프로그램 현황을 살펴보고, 공공도서관의 청소년 프로그램 활성화 방안을 모색하는 것을 목적으로 한다. 이를 위해 전국 공공도서관 청소년 프로그램 현황을 조사하고, 청소년을 대상으로 독서 실태와 도서관 이용실태, 청소년 프로그램에 대한 청소년들의 요구를 조사하고, 공공도서관 담당사서를 대상으로 설문조사를 하여 청소년 프로그램의 내용과 청소년 도서관 이용실태를 조사하고, 분석하였다. 그 결과를 토대로 청소년 프로그램의 활성화 방안으로 청소년 전용자료실 설치, 청소년 프로그램 개발, 청소년 웹 사이트 구축, 전문인력 확충 등을 제시하였다.",,,,1,1,Journal Of The Korean Biblia Society For Library And Information Science,1229-2435,2009,20,4,115,130,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001406036,,,,2021-11-13,
J,"Oh, Dong-Geun; Yeo, Ji-suk; Choi, Sung yeol; Young-Kyu, Lim; Kim, Kwang-Seok",Development and Measurement of the Public Library Customer Satisfaction Index(LCSI) Model,공공도서관 고객만족도(LCSI) 모형개발 및 측정,Journal of Korean Library and Information Science Society,한국도서관Â·정보학회지,Korean,research-article,Library Customer Satisfaction Index; LCSI; Library Service Quality; Public Library Customer Satisfaction Index,도서관고객만족도; LCSI; 도서관서비스품질; 공공도서관고객만족도,,"This study develops the LCSI(Library Customer Satisfaction Index) to measure the customer satisfaction of public libraries from 4,540 public library users in Daegu Metropolitan City area. LCSI consists of three variables; service quality divided into three primary dimensions(interaction of personnel), library resources and programs, physical environment and facilities) as independent variables, overall satisfaction and customer complaints as parameter, and customer loyalty as dependent variable. This model calculates LCSI scores at the ratio of 40% in satisfaction index to three dimensions of library service quality, 40% in overall satisfaction, and 20% in customer loyalty.","이 연구에서는 공공도서관에 적용할 수 있는 LCSI(Library Customer Satisfaction Index) 모형을 구축하였다. 이를 위해 대구지역 9개 공공도서관의 이용자 4,540명을 대상으로 설문조사를 실시하였다. 이 모형은 독립변인인 서비스품질을 직원의 상호작용, 정보자원 및 프로그램, 물리적 환경 및 시설의 세 가지 상위차원으로 구성하였으며, 전반적 만족도와 불평행동을 각각 매개변인으로, 충성도를 종속변인으로 하였다. 공공도서관 고객만족도 점수는 부문별 서비스품질 만족도 40%, 전반적인 만족도 40%, 충성도 20%를 각 영역별 구성비로 하고 100점을 만점으로 산출하였다.",,,,0,2,Korean Library And Information Science Society,2466-2542,2009,40,2,267,286,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001352133,,,,2021-11-13,
J,"Yoo, Yeong-Jun",A Study on Faceted Navigation of the Public Libraries,공공도서관의 패싯 내비게이션에 관한 연구,Journal of Korean Library and Information Science Society,한국도서관Â·정보학회지,Korean,research-article,Faceted navigation; Public library; Facet; Convenience in using catalog; Usability of library users,패싯 내비게이션; 공공도서관; 패싯; 목록 사용에서의 편의성; 도서관 이용자의 사용성,,"This study aims to construct faceted navigation useful for domestic users through analyzing English and North American public libraries’ faceted navigations. The 19 domestic libraries and the 12 foreign libraries has been chosen for analyzing their unique facets. Although the domestic libraries ‘facets had no differences to the domestic universities’ facets, the North American libraries have their unique facets. Those facets are target audience, genre, library list, user tags, and availability related facets and the facets are mainly to improve user’s usability in using library catalog. Adopting the facets in domestic public libraries by using Fixed-Length data elements of KORMARC, domestic public libraries will enhance usability of library users in retrieving library materials.","이 논문의 목적은 영미권 공공도서관의 패싯 내비게이션 분석을 통해서 국내 공공도서관 이용자에게 적합한 패싯 내비게이션을 구축하기 위한 것이다. 국내 공공도서관 19개와 영미권 공공도서관 12개를 선정하여 패싯 내비게이션의 고유한 패싯들을 분석하였다. 국내 공공도서관의 패싯은 대학도서관의 패싯과 차이가 없었지만, 미국과 캐나다 공공도서관은 공공도서관만의 고유한 패싯을 포함하고 있었다. 그 패싯들은 이용자 계층, 문학형식, 유사자료추천(library list), 이용자 생성 태그, 이용자가 대출할 수 있는 도서와 도서관에서만 이용할 수 있는 도서, 온라인으로 접근할 수 있는 도서로 나누어서 제시하는 이용자의 사용성을 증진시키기 위한 패싯들이라고 할 수 있다. 이러한 패싯들을 통합서지용 KORMARC 008 부호화정보필드를 활용하여 국내 공공도서관에 적용함으로써, 공공도서관 이용자의 도서관 목록을 이용한 검색 편의성을 높일 수 있을 것으로 보인다.",,,,0,0,Korean Library And Information Science Society,2466-2542,2014,45,1,339,358,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001862195,,,,2021-11-13,
J,"Shim, Jiyoung",A Content Analysis on the Domestic Public Libraries’ Use of Twitter,국내 공공도서관의 트위터 이용에 관한 내용분석,Journal of the Korean Society for Information Management,정보관리학회지,Korean,research-article,public libraries; social media; Twitter; content analysis; tweet categorization,공공도서관; 소셜 미디어; 트위터; 내용분석; 트윗 분류,,"This study aims to identify and analyze the Twitter use of domestic public libraries. In order to identify the detailed patterns of Twitter use in library and information services, a content analysis was conducted for the 3,038 tweet data from the top 14 public libraries’ accounts on Twitter use. Inductive approach was adopted to develop a coding scheme and open coding was conducted with the entire tweet. Additionally, correspondence analysis was conducted for the result of content analysis to identify how library accounts correspond to specific types. As a result, 3 main categories and 9 sub-categories of public libraries’ Twitter use were developed. And the 37 detailed patterns of public libraries’ use of Twitter were identified. The identified patterns can provide the libraries interested in Twitter use with guidelines.","본 연구에서는 국내 공공도서관의 트위터 이용을 파악하고 분석하고자 한다. 도서관 정보서비스 환경에서 트위터 이용의 구체적인 패턴을 파악하기 위해, 트위터 이용이 활발한 14개 공공도서관 계정으로부터 3,038개의 트윗 데이터를 수집하여 내용분석을 수행하였다. 귀납적 방식으로 코딩 체계를 수립하였으며, 오픈 코딩 방식을 통해 공공도서관 트윗 데이터를 분석하였다. 또한 도서관별로 활성화된 유형을 파악하기 위해 대응일치분석을 수행하였다. 그 결과, 공공도서관 트위터 이용에 관한 상위 범주 3개와 9개의 하위 범주, 37개의 세부 항목을 파악하였다. 본 연구의 내용분석 결과는 향후 트위터 이용을 계획하는 도서관에게 참고자료로 제시될 수 있으리라 본다.",,,,0,2,한국정보관리학회,1013-0799,2017,34,1,241,262,10.3743/KOSIM.2017.34.1.241,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART002210492,gold,,,2021-11-13,
J,"Lee, Geong-Ran",A Study on Public Library Management Improvement with Use Survey,공공도서관 이용조사를 통한 경영개선에 관한 연구,Journal of the Korean Biblia Society for Library and Information Science,한국비블리아학회지,Korean,research-article,Library Management; Public Library; Library Service; Reading-Culture Program; User Satisfaction; Use Actual Condition,도서관경영; 공공도서관; 도서관서비스; 독서문화 프로그램; 이용자 만족도; 이용실태,,"The purpose of this study is to present a management improvement suggestion for better user satisfaction. For this, this research looked into the current issues of public libraries with literature review. Then a survey of eight hundred users in four libraries in Y-gu, D Metropolitan City was conducted to figure out users’ needs. As a result, the purpose of use, visit frequency and programs demanded are turned out to show statistically significant differences. Based on this result, finally, this study suggests an advisable management direction for public libraries and practical ways to improve user satisfaction.","이 연구의 목적은 공공도서관의 이용자 만족도를 증대하기 위한 경영개선의 방안을 제시하기 위한 것이다. 이를 위하여 문헌연구와 도서관의 당면한 문제를 살펴보고, D광역시 Y구의 4개 도서관을 이용하는 이용자 800명을 대상으로 도서관에 대한 요구사항을 파악하기 위하여 설문조사를 하였다. 연구 결과, 도서관 이용목적, 이용횟수, 요구하는 프로그램은 유의한 차이가 있는 것으로 나타났다.이를 토대로 도서관경영의 개선해야 할 방향과 이용자의 만족도를 향상할 수 있는 방안을 제시하였다.",,,,0,1,Journal Of The Korean Biblia Society For Library And Information Science,1229-2435,2013,24,2,5,30,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001781275,,,,2021-11-13,
J,"Oh, Euikyung",The Study on the Activation of Public Library Services Utilizing Twitter,트위터를 활용한 공공도서관 서비스 활성화 방안 연구,Journal of Information Management,,Korean,research-article,Public Libraries; Social Network Services; SNS; Social Media; Twitter; Library Services,공공도서관; 소셜네트워크서비스; 소셜미디어; 트위터; 도서관서비스,,"This study showed the activation of public library services utilizing twitter. Top five American public library twitter’s 1,373 tweets collected, analyzed by content types and examined applicability into public library services. Based on the results, it suggested that public library services can be activated by auto-tweeting informations within home page, re-tweeting of timely informations, generating HASH tag, using diverse social medias, active re-tweeting/replying, and utilizing twitter programs such as twit-bot. Finally, the study proposed that evaluations about twitter services such as satisfaction survey should be carried out.","본 연구는 트위터를 활용한 공공도서관 서비스 활성화 방안을 제시하였다. 2개월 간 5개 미국 공공도서관 트위터의 1,373개의 트윗들을 모두 수집 분석하여, 내용 유형별로 그룹핑하고, 공공도서관 서비스로의 적용 가능성을 조사하였다. 도서관 홈페이지 정보의 자동 트윗, 시의성 있는 정보의 반복 트윗, 해쉬 태그의 생성, 다양한 소셜 미디어의 동시 사용, 적극적인 리트윗과 리플라이, 트윗봇과 같은 트위터 프로그램을 활용하여 공공도서관의 서비스를 활성화 시킬 수 있음을 제안하였다. 향후 연구에서는 트위터 서비스에 대한 이용자와 사서의 만족도 조사와 같은 서비스 평가가 이루어져야 한다고 하였다.",,,,0,0,Korea Institute of Science and Technology Information,2287-4577,2012,43,2,133,150,10.1633/JIM.2012.43.2.133,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001658738,,,,2021-11-13,
J,"Kwack,, Dong Chul",A Research on the Formulation and Execution of the 2nd Medium- and Long-Term Development Plan for Public Libraries in Cheongju City,청주시 공공도서관 제2차 중․장기 종합발전계획 수립 및 추진에 관한 고찰,Journal of the Korean Library and Information Science,한국문헌정보학회지,Korean,research-article,Public Library; Library Policy; Library Management; Library Building,공공도서관; 도서관정책; 도서관경영; 도서관건축,,"Many local governments in Korea have competitively shown great interests in establishing and operating public libraries and carried out various projects. With this, an increasing number of local governments have recently established and implemented medium- and long-term development plans for their public libraries, based mostly on the findings from researches committed to the outside experts. Cheongju City has formulated the First Medium- and Long-Term Development Plan for Public Libraries in Cheongju City (2012-2016) in 2011 and the Second Plan (2017-2021) in 2016. The goal of this study is to help accomplish the planned goals of the Second Plan by conducting an interim check on the current state of execution and content of the Second Plan. To reach the research goals, first, we identified the outcome and limitations of the First Plan, as previously carried out. Second, we analyzed the trend in the change of the cultural environments of public libraries in Cheongju City. Third and lastly, we reviewed the promotion strategy and operation outcome of the Second Plan. In particular, this study focused on the expansion of an organizational structure, the reinforcement of professional workforce, and the increase in budgetary support as the core elements required for developing public libraries in Cheongju City.","국내 지자체들은 경쟁적으로 공공도서관 건립과 운영에 많은 관심을 갖고 다양한 사업을 추진해오고 있다. 그 일환으로 최근 각 지자체마다 외부 전문기관에 연구용역을 의뢰하여 도출된 결과를 바탕으로 자체 현황을 고려한 공공도서관 중․장기 발전계획을 수립하여 시행하는 곳이 늘어나고 있다. 청주시는 2011년에 제1차 계획(2012∼2016)을, 2016년에 “제2차 청주시 도서관 중․장기 종합발전계획 (2017∼2021)”을 수립하여 시행해오고 있다. 이 연구는 청주시의 제2차 계획에 대한 중간 점검 성격으로, 2차 계획의 수립 내용과 현안 등을 분석하여 계획 대비 목표 달성에 도움을 주는 것을 목적으로 하였다. 이러한 연구 목적을 달성하기 위해, 첫째, 청주시 공공도서관 제1차 계획의 성과와 한계를 파악하였다. 둘째, 청주시 공공도서관 문화 환경 변화 추이를 분석하였다. 셋째, 청주시 공공도서관 제2차 계획의 추진 전략과 운영 성과를 살펴보았다. 특히 이 연구는 청주시 공공도서관 발전의 핵심요소인 조직체계 확충과 전문 인력 충원 및 예산지원 확대라는 측면에 중점을 두고 고찰하였다.",,,,0,0,한국문헌정보학회,1225-598X,2020,54,1,5,27,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART002560322,,,,2021-11-13,
J,"Kyoo, Park In",A Study on the Residential Behavior of Family at the City Center Public Library in Japan,일본 도심 공공도서관의 가족이용자의 체재행동에 관한 연구,Journal of Korean Library and Information Science Society,한국도서관Â·정보학회지,Korean,research-article,Public Library; Residential Library; Family Use; Un-reading Behavior,공공도서관; 체재형도서관; 가족이용; 비독서행위,,"Library change of recent times first change of the user there is a wild possibility with most big feature. The user the housewife and unemployment sleeps from the student use center of weekday, with very old man use and to holiday the attribute of the user is changing with family accompaniment use. As the residential type library does recently and the library of new concept appears and it provides a reading service with the form which confront in attribute of the user who is various. This study which it sees the public library of the city center where there is to an execution time at the residential type library the family from inside the library tracking investigated use conduct in the object. This research analyzed the interrelation of composition feature of the type of family use and the un-reading behavior.","최근의 도서관 변화의 가장 큰 특징으로 먼저 이용자의 변화를 들 수가 있는데 평일의 학생이용중심에서 주부, 무직자, 고령자 이용과 휴일에는 가족동반이용 등으로 이용자의 속성이 변화하고 있고 이에 따라 체재형도서관이라고 하는 새로운 개념의 도서관이 출현하여 이용자의 속성에 대응하는 형태로 독서서비스를 제공하고 있다. 본 연구는 체재형도서관으로의 이행시기에 있는 도심의 공공도서관을 대상으로 도서관내에서의 가족의 이용행동 조사하여 가족이용유형의 구성특징 및 공간구성과의 상관관계를 분석하고 비독서행위에 대하여 고찰을 행하였다.",,,,0,0,Korean Library And Information Science Society,2466-2542,2007,38,3,455,475,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001075626,,,,2021-11-13,
J,"Cho, Chansik; 나병준",A Study on Professionalism of Librarianship in Public Libraries: The Case of Humanities Lectures at the Dongdaemun-Gu Public Digital Library,공공도서관 사서직의 전문성에 관한 연구 - 동대문구정보화도서관의 인문학 강좌를 중심으로 -,Journal of the Korean Library and Information Science Society,한국문헌정보학회지,Korean,research-article,Public Library; Librarian; Professionalism of Librarianship; Humanities Lectures; Dongdaemun-Gu Public Digital Library,공공도서관; 사서; 사서직의 전문성; 인문학 강좌; 동대문구정보화도서관,,"As the role and functions of public libraries have become more diverse and complex, professionalism of librarianship in public libraries is more emphasized than before. Meanwhile, the importance of humanities has been highlighted and as a result, humanities lectures are diffused along with the social change and advancement; something that most public libraries take into consideration. In that, this study look into the case of the Dongdaemun-Gu Public Digital Library with emphasis on 2013 and 2014 when the library tried to develop professionalism of librarianship in relation to lectures on humanities. And, based upon the analysis on the process of the program and survey results, this study intends to examine the relationship between professionalism of librarianship in public libraries and humanities lectures for public in oder to enhance our understanding on professionalism of librarianship in public libraries.","공공도서관의 역할과 기능이 점점 다양해지고 복합적으로 변화되면서 공공도서관의 여러 업무에서 사서의 전문성이 요구되고 있다. 한편 사회의 발전과 변화에 따라 인문학에 대한 관심이 높아지고 인문학 강좌가 확산되는 추세이며, 대부분의 공공도서관에서도 이러한 추세에 부응하고 있다. 이에 본 연구는 동대문구정보화도서관에서 인문학 강좌와 관련해서 사서들의 전문적 역량의 개발에 중점을 두었던 2013년과 2014년의 인문학 강좌들의 사례를 살펴보고자 한다. 그리고 그 진행과정과 내용 그리고 설문조사 결과 등을 분석하여 본 연구의 목적인 공공도서관 사서직의 전문성과 대중적인 인문학 강좌와의 연관성을 살펴보고, 사서직의 전문성에 대한 이해를 높이고자 한다.",,"Yang, Wujian/B-3167-2019","Yang, Wujian/0000-0001-7663-0912",0,2,한국문헌정보학회,1225-598X,2015,49,2,195,213,10.4275/KSLIS.2015.49.2.195,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001994061,Bronze,,,2021-11-13,
J,송경진; ChaMiKyeong,A Study on the Concept of Literacy in Library and Information Science and in Public Library Services,문헌정보학과 공공도서관 서비스에 있어서 리터러시 개념에 대한 연구,Journal of the Korean Library and Information Science Society,한국문헌정보학회지,Korean,research-article,Information Literacy; Literacy; Literacy Programs; Public Library; Bibliometric Analysis; Case Study,공공도서관; 리터러시; 문식성; 정보문해력; 공공도서관 프로그램; 계량서지적 분석; 사례연구,,"The purpose of this study is to examine for redefining the concept of literacy in Library and Information Science research field and in public library services. For the purpose, literature review, bibliometric analysis and case study were conducted. Based on the results, this study proposed the concept of literacy as “a comprehensive ability to use a medium, information and knowledge for solving the problems people faces in order to understand particular subjects or situations they are in” and the concept of literacy service as “the services or programs offered by public libraries in order to develop their patrons’ literacies.” This research also suggests four new literacy service concepts for public library services: early literacy service, adult literacy service, digital literacy service, information literacy service.","본 논문은 문헌정보학계와 실제 공공도서관 서비스에서의 리터러시 개념의 사용 양태를 알아보고, 이를 바탕으로 새로운 리터러시 개념을 제안하고자 하였다. 문헌연구, 계량서지적 분석, 사례연구의 결과에 기초하여 본 논문에서는 ‘특정 주제나 상황을 이해하고, 해당 주제와 상황에서 직면하는 문제를 해결하기 위해 매체나 정보, 지식을 활용할 수 있는 종합적인 능력’을 ‘리터러시’의 개념으로, 그리고 이러한 능력을 길러주기 위해 공공도서관에서 이루어지는 서비스나 프로그램을 ‘리터러시 서비스’로 정의하였다. 더불어 실제 공공도서관 현장에서 적용할 수 있는 리터러시 서비스를 조기 리터러시 서비스, 성인 리터러시 서비스, 디지털 리터러시 서비스, 정보 리터러시 서비스의 4가지로 구분하여 제안하였다.",,,,1,5,한국문헌정보학회,1225-598X,2014,48,4,215,240,10.4275/KSLIS.2014.48.4.215,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001929488,Bronze,,,2021-11-13,
J,"연지은; Kim, Giyeong",A Study for Identifying Affecting Factors on the Intention of Public Library Use: Based on Ajzen’s Extended Theory of Planned Behavior,공공도서관 이용 의도 영향 요인에 관한 연구 - Ajzen의 계획행동이론을 기반으로 -,Journal of the Korean Library and Information Science Society,한국문헌정보학회지,Korean,research-article,the Extended Theory of Planned Behavior (ETPB); Public Library; Public Library Use; Use Factor,확장된 계획행동이론; 공공도서관; 공공도서관 이용; 이용 요인,,"This study aims to analyze the intention of public library use of citizens by applying Ajzen’s extended theory of planned behavior (ETPB). A questionnaire survey was conducted to identify the relationship between personal characteristics, factors from ETPB, such as attitude, subject norm, and perceived behavioral control, and the intention of public library use, Library knowledge was also added as an additional independent factor in this study. The results showed that attitude and library knowledge were more important factors than others. Subject norm and perceived behavioral control had also positive effects on the intention, Additionally, some personal characteristics, such as age, educational background, and household income, and public library use experience made significant differences in the intention. Based on the results, this study made some suggestions for expanding the scope of public library users.","본 연구의 목적은 Ajzen의 확장된 계획행동이론(ETPB)을 바탕으로 시민들의 공공도서관 이용 의도에 영향을 주는 요인을 검토하는 데에 있다. 이를 위해 ETPB의 요인인 태도, 주관적 규범, 지각된 행동통제에 추가하여 도서관 지식, 그리고 개인적 특성과 같은 요인들을 기반으로 설문지를 개발, 설문조사를 실시한 후, 공공도서관 이용 의도에 어떤 영향을 미치는지를 통계적으로 분석하였다. 그 결과, 공공도서관 이용 의도에 가장 큰 영향을 미치는 요인은 도서관 지식인 것으로 나타났고 태도도 높은 영향력을 보여주었다. 주관적 규범과 지각된 행동통제 역시 공공도서관 이용 의도에 정의 영향을 주며, 개인적 특성 중 연령대, 최종학력, 가계소득, 공공도서관 이용 경험이 공공도서관 이용 의도에 유의한 차이를 가져오는 변수임을 확인하였다. 이러한 결과를 바탕으로 공공도서관 이용자의 범위 확대를 위한 고려사항을 검토하였다.",,,,0,1,한국문헌정보학회,1225-598X,2018,52,1,401,423,10.4275/KSLIS.2018.52.1.401,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART002320990,,,,2021-11-13,
J,임정효; HongHyunjin,A Study on the Evaluation of the Mobile Web Accessibility of Public Library Services,공공도서관 모바일 웹 서비스 접근성 평가에 관한 연구,Journal of the Korean Biblia Society for Library and Information Science,한국비블리아학회지,Korean,research-article,Public Library; Mobile Library; Mobile Service; Mobile Web; Web Accessibility,공공도서관; 모바일 도서관; 모바일 서비스; 모바일 웹; 웹 접근성,,"The purpose of this study was to conduct the mobile OK test which means the web accessibility evaluation tool and to evaluate the public libraries’ mobile web services. For this purpose, 81 public libraries were tested and analysed in Mobile Web Best Practices presented by W3C. The results of this study indicate the following several strategies: Support by local governments and provincial education offices, Design mobile web services corresponding with web standards, Removal of harmful elements in the web design process, Making simple mobile web documents, A merger of individual files. The findings of this study expect to expand and improve the public library mobile web services for future.","이 연구에서는 모바일 웹 서비스를 제공하는 공공도서관을 대상으로 국제 웹 표준 기구W3C에서 만든 웹 접근성 평가도구인 모바일OK검사를 실시하여공공도서관 모바일 웹 서비스의 웹 접근성을 평가하였다. 모바일OK 검사 실시가 가능한 81개 공공도서관에 대해 모바일OK검사를 실시하고 W3C에서 제정한 모바일 웹 모범사례를 바탕으로 이를 분석하였다.분석된 결과를 바탕으로 공공도서관 모바일 웹 서비스 확대 및 개선을 위하여 지방자치단체와 지방교육청의 정책적 지원,웹 표준에 맞는 모바일 웹 서비스 설계,웹 설계 과정에서 유해요소 제거,가벼운 모바일 웹 문서 제작, 분산되어 연결된 여러 개별 파일들의 합병 등의 방안을 제시하였다.",,,,1,2,Journal Of The Korean Biblia Society For Library And Information Science,1229-2435,2015,26,1,343,360,10.14699/kbiblia.2015.26.1.343,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001975840,Bronze,,,2021-11-13,
J,"Ji, Seon Hye; Lee, Jeeyeon",A Study on the Operation Method and Users’ Perception of Traveling Exhibition in Public Libraries,공공도서관의 순회전시 운영 방식과 이용자 인식 연구,Journal of the Korean Society for Information Management,정보관리학회지,Korean,research-article,exhibition; traveling exhibition; public library; National Library for Children and Young Adults (NLCY); promotion of public libraries,전시; 순회전시; 공공도서관; 국립어린이청소년도서관; 도서관 홍보,,"Public libraries provide a variety of services for users to meet their intellectual and cultural needs. Thus, the proportion of exhibitions as one of the cultural programs offered by the libraries has been increasing. The purpose of this study is to find out the differences of operation method and promotion method of traveling exhibition hosted by public libraries and to verify the differences of users’ perception according to the degree of use of the traveling exhibition. For this purpose, a research program, the traveling exhibition of the award-winning works: the Hangeul Hand Letters to the People in Books of the National Library for Children and Young Adults, was selected. A survey was conducted on a total of 385 users from five public libraries. As a result, there were significant differences in the use of traveling exhibition among library users, depending on the operation method of traveling exhibition of the public libraries. And, the ‘promotional material’ and ‘library homepage’ were proven to be a useful way to promote the traveling exhibition. Also, the overall use of library, the effect of traveling exhibition, and the evaluation of traveling exhibition of the users who actively used the traveling exhibition were higher than those of the users who passively used it. Based on the findings, methods to increase the use of the traveling exhibition were suggested.","공공도서관에서 이용자의 지적․문화적 욕구를 충족시키기 위해 제공하는 문화 프로그램의 하나로 전시의 비중이 높아지고 있다. 이에 본 연구에서는 공공도서관에서 운영하는 순회전시 운영 방식과 홍보 방법의 차이를 알아보고 순회전시의 이용 정도에 따른 이용자의 인식 차이를 검증하고자 하였다. 이를 위해 ‘책 속 인물에게 보내는 한글 손 편지’ 수상작 순회전시를 연구 프로그램으로 선정하여 5개 공공도서관의 이용자 총 385명을 대상으로 설문 조사를 실시하였다. 연구 결과, 순회전시의 운영 방식에 따라 전시 이용에 유의미한 차이가 나타났으며, ‘전시 홍보물’과 ‘도서관 홈페이지’는 순회전시 홍보를 위한 유용한 수단으로 나타났다. 또한 순회전시를 적극적으로 이용한 이용자의 도서관 이용, 순회전시 효과, 순회전시 평가가 소극적인 이용자보다 높게 나타났다. 분석 결과를 통해 순회전시의 이용을 높일 수 있는 방안을 제시하였다.",,,,0,0,한국정보관리학회,1013-0799,2020,37,2,95,117,10.3743/KOSIM.2020.37.2.095,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART002603663,,,,2021-11-13,
